locusId	sysName	desc	comb	setATCH264 M9
HER17_RS04305	HER17_RS04305	amino acid ABC transporter ATP-binding protein	HER17_RS04305 amino acid ABC transporter ATP-binding protein	-0.150572963763946
HER17_RS04310	HER17_RS04310	amino acid ABC transporter permease	HER17_RS04310 amino acid ABC transporter permease	0.166735941796384
HER17_RS04315	HER17_RS04315	basic amino acid ABC transporter substrate-binding protein	HER17_RS04315 basic amino acid ABC transporter substrate-binding protein	0.0271963874055436
HER17_RS04335	HER17_RS04335	tRNA pseudouridine(13) synthase TruD	HER17_RS04335 tRNA pseudouridine(13) synthase TruD	0.069321037443843
HER17_RS04340	HER17_RS04340	protein-L-isoaspartate(D-aspartate) O-methyltransferase	HER17_RS04340 protein-L-isoaspartate(D-aspartate) O-methyltransferase	-0.18536592003668
HER17_RS04350	HER17_RS04350	RNA polymerase sigma factor RpoS	HER17_RS04350 RNA polymerase sigma factor RpoS	-0.500332756904213
HER17_RS04360	HER17_RS04360	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	HER17_RS04360 tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	-0.0451443237803935
HER17_RS04365	HER17_RS04365	Rcs stress response system protein RcsF	HER17_RS04365 Rcs stress response system protein RcsF	-0.189121337278789
HER17_RS04370	HER17_RS04370	MetQ/NlpA family lipoprotein	HER17_RS04370 MetQ/NlpA family lipoprotein	0.0603969273606988
HER17_RS04375	HER17_RS04375	methionine ABC transporter permease MetI	HER17_RS04375 methionine ABC transporter permease MetI	0.275496675049422
HER17_RS04380	HER17_RS04380	methionine ABC transporter ATP-binding protein MetN	HER17_RS04380 methionine ABC transporter ATP-binding protein MetN	-0.286491349027673
HER17_RS04385	HER17_RS04385	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	HER17_RS04385 D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	-0.255169224015671
HER17_RS04420	HER17_RS04420	MFS transporter	HER17_RS04420 MFS transporter	-0.228346455205575
HER17_RS04430	HER17_RS04430	GNAT family N-acetyltransferase	HER17_RS04430 GNAT family N-acetyltransferase	-0.104393528151689
HER17_RS04435	HER17_RS04435	DTW domain-containing protein	HER17_RS04435 DTW domain-containing protein	0.0253437001204022
HER17_RS04440	HER17_RS04440	thioredoxin TrxC	HER17_RS04440 thioredoxin TrxC	0.527905769600659
HER17_RS04445	HER17_RS04445	tRNA/rRNA methyltransferase	HER17_RS04445 tRNA/rRNA methyltransferase	0.00767167369147614
HER17_RS04450	HER17_RS04450	DUF3574 domain-containing protein	HER17_RS04450 DUF3574 domain-containing protein	0.312247160979083
HER17_RS04455	HER17_RS04455	nucleoside permease	HER17_RS04455 nucleoside permease	0.149211768499086
HER17_RS04460	HER17_RS04460	multidrug efflux MFS transporter permease subunit EmrB	HER17_RS04460 multidrug efflux MFS transporter permease subunit EmrB	-0.0671371641556913
HER17_RS04465	HER17_RS04465	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	HER17_RS04465 multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	0.0669799755219684
HER17_RS04470	HER17_RS04470	transcriptional repressor MprA	HER17_RS04470 transcriptional repressor MprA	-0.150217341283656
HER17_RS04475	HER17_RS04475	L-valine transporter subunit YgaH	HER17_RS04475 L-valine transporter subunit YgaH	-0.106714436074461
HER17_RS04480	HER17_RS04480	AzlC family ABC transporter permease	HER17_RS04480 AzlC family ABC transporter permease	0.231517983581352
HER17_RS04485	HER17_RS04485	MFS transporter	HER17_RS04485 MFS transporter	0.0491234415604167
HER17_RS04490	HER17_RS04490	lactonase family protein	HER17_RS04490 lactonase family protein	0.113201917000331
HER17_RS04495	HER17_RS04495	glycine betaine/L-proline ABC transporter substrate-binding protein ProX	HER17_RS04495 glycine betaine/L-proline ABC transporter substrate-binding protein ProX	0.0778858207988151
HER17_RS04500	HER17_RS04500	glycine betaine/L-proline ABC transporter permease ProW	HER17_RS04500 glycine betaine/L-proline ABC transporter permease ProW	0.230408898737574
HER17_RS04505	HER17_RS04505	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	HER17_RS04505 glycine betaine/L-proline ABC transporter ATP-binding protein ProV	-0.00692076075525749
HER17_RS04510	HER17_RS04510	VOC family protein	HER17_RS04510 VOC family protein	0.327994433848268
HER17_RS04515	HER17_RS04515	oxalurate catabolism protein HpxZ	HER17_RS04515 oxalurate catabolism protein HpxZ	0.36183720323457
HER17_RS04520	HER17_RS04520	AtzE family amidohydrolase	HER17_RS04520 AtzE family amidohydrolase	0.230078294842048
HER17_RS04525	HER17_RS04525	oxalurate catabolism protein HpxX	HER17_RS04525 oxalurate catabolism protein HpxX	0.206991539068191
HER17_RS04530	HER17_RS04530	gamma-glutamyltransferase family protein	HER17_RS04530 gamma-glutamyltransferase family protein	-0.0605966628380239
HER17_RS04535	HER17_RS04535	MurR/RpiR family transcriptional regulator	HER17_RS04535 MurR/RpiR family transcriptional regulator	0.135865719560129
HER17_RS04540	HER17_RS04540	transporter substrate-binding domain-containing protein	HER17_RS04540 transporter substrate-binding domain-containing protein	0.0677175507806922
HER17_RS04545	HER17_RS04545	amino acid ABC transporter permease	HER17_RS04545 amino acid ABC transporter permease	-0.333275648069519
HER17_RS04550	HER17_RS04550	amino acid ABC transporter permease	HER17_RS04550 amino acid ABC transporter permease	-0.378604678348769
HER17_RS04555	HER17_RS04555	amino acid ABC transporter ATP-binding protein	HER17_RS04555 amino acid ABC transporter ATP-binding protein	0.0625710259586743
HER17_RS04560	HER17_RS04560	alanine--glyoxylate aminotransferase family protein	HER17_RS04560 alanine--glyoxylate aminotransferase family protein	0.0532049901924796
HER17_RS04565	HER17_RS04565	allantoate amidohydrolase	HER17_RS04565 allantoate amidohydrolase	0.218999323762778
HER17_RS04570	HER17_RS04570	amidohydrolase	HER17_RS04570 amidohydrolase	-0.0617204067089094
HER17_RS04575	HER17_RS04575	pyridoxal phosphate-dependent aminotransferase	HER17_RS04575 pyridoxal phosphate-dependent aminotransferase	-0.25208666430197
HER17_RS04580	HER17_RS04580	methylthioribulose 1-phosphate dehydratase	HER17_RS04580 methylthioribulose 1-phosphate dehydratase	-0.215415162015988
HER17_RS04585	HER17_RS04585	acireductone synthase	HER17_RS04585 acireductone synthase	0.0293074304960028
HER17_RS04590	HER17_RS04590	acireductone dioxygenase	HER17_RS04590 acireductone dioxygenase	0.553091337507052
HER17_RS04595	HER17_RS04595	type VI secretion system tip protein VgrG	HER17_RS04595 type VI secretion system tip protein VgrG	-0.227063509202616
HER17_RS04600	HER17_RS04600	DUF4123 domain-containing protein	HER17_RS04600 DUF4123 domain-containing protein	0.208904334785724
HER17_RS04605	HER17_RS04605	membrane protein	HER17_RS04605 membrane protein	-0.0685808300564301
HER17_RS04610	HER17_RS04610	membrane protein	HER17_RS04610 membrane protein	0.298522065379613
HER17_RS04615	HER17_RS04615	DUF2235 domain-containing protein	HER17_RS04615 DUF2235 domain-containing protein	0.0189760202706457
HER17_RS04620	HER17_RS04620	type VI secretion system PAAR protein	HER17_RS04620 type VI secretion system PAAR protein	0.122836925627228
HER17_RS04625	HER17_RS04625	S-methyl-5-thioribose-1-phosphate isomerase	HER17_RS04625 S-methyl-5-thioribose-1-phosphate isomerase	-0.107333811994606
HER17_RS04630	HER17_RS04630	S-methyl-5-thioribose kinase	HER17_RS04630 S-methyl-5-thioribose kinase	0.0105971496021635
HER17_RS04635	HER17_RS04635	HNH nuclease family protein	HER17_RS04635 HNH nuclease family protein	0.214205377996171
HER17_RS04640	HER17_RS04640	acyl-CoA dehydrogenase FadE	HER17_RS04640 acyl-CoA dehydrogenase FadE	-0.171688785437987
HER17_RS04650	HER17_RS04650	class II glutamine amidotransferase	HER17_RS04650 class II glutamine amidotransferase	0.23610382309312
HER17_RS04655	HER17_RS04655	murein L,D-transpeptidase	HER17_RS04655 murein L,D-transpeptidase	0.271945853731562
HER17_RS04660	HER17_RS04660	class I SAM-dependent methyltransferase	HER17_RS04660 class I SAM-dependent methyltransferase	0.0302205100309261
HER17_RS04665	HER17_RS04665	helix-turn-helix domain-containing protein	HER17_RS04665 helix-turn-helix domain-containing protein	0.128526853314357
HER17_RS04670	HER17_RS04670	DNA polymerase IV	HER17_RS04670 DNA polymerase IV	-0.188198539946828
HER17_RS04675	HER17_RS04675	beta-Ala-His dipeptidase	HER17_RS04675 beta-Ala-His dipeptidase	0.249996368137664
HER17_RS04680	HER17_RS04680	xanthine phosphoribosyltransferase	HER17_RS04680 xanthine phosphoribosyltransferase	-0.307099448648464
HER17_RS04685	HER17_RS04685	esterase FrsA	HER17_RS04685 esterase FrsA	0.0906410557505419
HER17_RS04690	HER17_RS04690	5-carboxymethyl-2-hydroxymuconate isomerase	HER17_RS04690 5-carboxymethyl-2-hydroxymuconate isomerase	0.0291829521400413
HER17_RS04695	HER17_RS04695	sigma factor-binding protein Crl	HER17_RS04695 sigma factor-binding protein Crl	0.0360748381979663
HER17_RS04700	HER17_RS04700	glutamate 5-kinase	HER17_RS04700 glutamate 5-kinase	0.658503306363711
HER17_RS04705	HER17_RS04705	glutamate-5-semialdehyde dehydrogenase	HER17_RS04705 glutamate-5-semialdehyde dehydrogenase	-0.237122786589312
HER17_RS04710	HER17_RS04710	hypothetical protein	HER17_RS04710 hypothetical protein	-0.133108202017646
HER17_RS04720	HER17_RS04720	tyrosine-type recombinase/integrase	HER17_RS04720 tyrosine-type recombinase/integrase	0.0697770413026804
HER17_RS04725	HER17_RS04725	SIR2 family protein	HER17_RS04725 SIR2 family protein	-0.0660692601540496
HER17_RS04735	HER17_RS04735	hypothetical protein	HER17_RS04735 hypothetical protein	-0.412470023224703
HER17_RS04755	HER17_RS04755	ash family protein	HER17_RS04755 ash family protein	0.459665255805379
HER17_RS04760	HER17_RS04760	host cell division inhibitor Icd-like protein	HER17_RS04760 host cell division inhibitor Icd-like protein	-0.422880043308703
HER17_RS04770	HER17_RS04770	toprim domain-containing protein	HER17_RS04770 toprim domain-containing protein	-0.161131686655544
HER17_RS04775	HER17_RS04775	hypothetical protein	HER17_RS04775 hypothetical protein	0.429372938504311
HER17_RS04780	HER17_RS04780	hypothetical protein	HER17_RS04780 hypothetical protein	0.0964236119054053
HER17_RS04785	HER17_RS04785	type II toxin-antitoxin system Phd/YefM family antitoxin	HER17_RS04785 type II toxin-antitoxin system Phd/YefM family antitoxin	-0.0549012290050561
HER17_RS04790	HER17_RS04790	hypothetical protein	HER17_RS04790 hypothetical protein	-0.394778526673478
HER17_RS04795	HER17_RS04795	IS1182 family transposase	HER17_RS04795 IS1182 family transposase	0.141163069895205
HER17_RS04805	HER17_RS04805	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS04805 type II toxin-antitoxin system RelE/ParE family toxin	0.245044941743453
HER17_RS04810	HER17_RS04810	recombinase	HER17_RS04810 recombinase	0.0605170868984586
HER17_RS04815	HER17_RS04815	EcsC family protein	HER17_RS04815 EcsC family protein	0.275359121315124
HER17_RS04820	HER17_RS04820	type VI secretion system tube protein Hcp	HER17_RS04820 type VI secretion system tube protein Hcp	0.035959623523663
HER17_RS04825	HER17_RS04825	hypothetical protein	HER17_RS04825 hypothetical protein	-0.418476830407591
HER17_RS04830	HER17_RS04830	LysR family transcriptional regulator	HER17_RS04830 LysR family transcriptional regulator	0.0574505453737562
HER17_RS04835	HER17_RS04835	alpha/beta hydrolase	HER17_RS04835 alpha/beta hydrolase	0.0559019134574739
HER17_RS04840	HER17_RS04840	type VI secretion system contractile sheath small subunit	HER17_RS04840 type VI secretion system contractile sheath small subunit	-0.350892969319431
HER17_RS04845	HER17_RS04845	type VI secretion system contractile sheath large subunit	HER17_RS04845 type VI secretion system contractile sheath large subunit	0.0850873527079556
HER17_RS04850	HER17_RS04850	type VI secretion system baseplate subunit TssE	HER17_RS04850 type VI secretion system baseplate subunit TssE	-0.0330210461236542
HER17_RS04855	HER17_RS04855	type VI secretion system baseplate subunit TssF	HER17_RS04855 type VI secretion system baseplate subunit TssF	-0.123797871385011
HER17_RS04860	HER17_RS04860	type VI secretion system baseplate subunit TssG	HER17_RS04860 type VI secretion system baseplate subunit TssG	0.0716233484553462
HER17_RS04865	HER17_RS04865	type VI secretion system-associated FHA domain protein TagH	HER17_RS04865 type VI secretion system-associated FHA domain protein TagH	0.0229746969338209
HER17_RS04870	HER17_RS04870	type VI secretion system lipoprotein TssJ	HER17_RS04870 type VI secretion system lipoprotein TssJ	-0.121967535614463
HER17_RS04875	HER17_RS04875	type VI secretion system baseplate subunit TssK	HER17_RS04875 type VI secretion system baseplate subunit TssK	-0.368729491636345
HER17_RS04880	HER17_RS04880	type IVB secretion system protein IcmH/DotU	HER17_RS04880 type IVB secretion system protein IcmH/DotU	0.0945642571358823
HER17_RS04885	HER17_RS04885	type VI secretion system ATPase TssH	HER17_RS04885 type VI secretion system ATPase TssH	0.0443351272926402
HER17_RS04890	HER17_RS04890	sigma-54-dependent Fis family transcriptional regulator	HER17_RS04890 sigma-54-dependent Fis family transcriptional regulator	-0.114848150307128
HER17_RS04895	HER17_RS04895	type VI secretion system-associated protein TagO	HER17_RS04895 type VI secretion system-associated protein TagO	-0.00248283049944931
HER17_RS04900	HER17_RS04900	type VI secretion system protein TssA	HER17_RS04900 type VI secretion system protein TssA	0.0278607671676174
HER17_RS04905	HER17_RS04905	type VI secretion system membrane subunit TssM	HER17_RS04905 type VI secretion system membrane subunit TssM	0.149137851627304
HER17_RS04910	HER17_RS04910	type VI secretion system ImpA family N-terminal domain-containing protein	HER17_RS04910 type VI secretion system ImpA family N-terminal domain-containing protein	-0.119788334698553
HER17_RS04915	HER17_RS04915	sel1 repeat family protein	HER17_RS04915 sel1 repeat family protein	-0.175372787144351
HER17_RS04920	HER17_RS04920	Hcp family type VI secretion system effector	HER17_RS04920 Hcp family type VI secretion system effector	-0.173968563097243
HER17_RS04925	HER17_RS04925	type VI secretion system tip protein VgrG	HER17_RS04925 type VI secretion system tip protein VgrG	0.256872237200477
HER17_RS04930	HER17_RS04930	PAAR domain-containing protein	HER17_RS04930 PAAR domain-containing protein	-0.227442254532724
HER17_RS04935	HER17_RS04935	hypothetical protein	HER17_RS04935 hypothetical protein	-0.144652748240858
HER17_RS04940	HER17_RS04940	DUF4123 domain-containing protein	HER17_RS04940 DUF4123 domain-containing protein	0.240336721123708
HER17_RS04945	HER17_RS04945	DUF4123 domain-containing protein	HER17_RS04945 DUF4123 domain-containing protein	0.246612056886558
HER17_RS04950	HER17_RS04950	RHS domain-containing protein	HER17_RS04950 RHS domain-containing protein	-0.0699714332193662
HER17_RS04965	HER17_RS04965	hypothetical protein	HER17_RS04965 hypothetical protein	-0.023816583503977
HER17_RS04970	HER17_RS04970	RHS domain-containing protein	HER17_RS04970 RHS domain-containing protein	-0.0319920445420212
HER17_RS04975	HER17_RS04975	hypothetical protein	HER17_RS04975 hypothetical protein	-0.0343499709366213
HER17_RS04980	HER17_RS04980	SymE family type I addiction module toxin	HER17_RS04980 SymE family type I addiction module toxin	-0.931899776890053
HER17_RS04990	HER17_RS04990	L-tyrosine/L-tryptophan isonitrile synthase family protein	HER17_RS04990 L-tyrosine/L-tryptophan isonitrile synthase family protein	-0.18885182004782
HER17_RS04995	HER17_RS04995	hypothetical protein	HER17_RS04995 hypothetical protein	0.43508464783524
HER17_RS05000	HER17_RS05000	bacteriocin immunity protein	HER17_RS05000 bacteriocin immunity protein	-0.30713921053836
HER17_RS05005	HER17_RS05005	glutaredoxin 2	HER17_RS05005 glutaredoxin 2	-0.0862970801412632
HER17_RS05010	HER17_RS05010	LysR family transcriptional regulator	HER17_RS05010 LysR family transcriptional regulator	-0.0828319520185945
HER17_RS05015	HER17_RS05015	MFS transporter	HER17_RS05015 MFS transporter	-0.216111753491308
HER17_RS05020	HER17_RS05020	diguanylate cyclase	HER17_RS05020 diguanylate cyclase	0.103064336427261
HER17_RS05025	HER17_RS05025	MarC family NAAT transporter	HER17_RS05025 MarC family NAAT transporter	-0.329711719379856
HER17_RS05030	HER17_RS05030	SRPBCC family protein	HER17_RS05030 SRPBCC family protein	-0.140698781692444
HER17_RS05035	HER17_RS05035	hypothetical protein	HER17_RS05035 hypothetical protein	-0.195658573313495
HER17_RS05040	HER17_RS05040	nicotinamide-nucleotide amidase	HER17_RS05040 nicotinamide-nucleotide amidase	-0.16494792789219
HER17_RS05045	HER17_RS05045	recombinase RecA	HER17_RS05045 recombinase RecA	-0.102289227168779
HER17_RS05050	HER17_RS05050	recombination regulator RecX	HER17_RS05050 recombination regulator RecX	0.338490658037583
HER17_RS05085	HER17_RS05085	fructose-1-phosphate/6-phosphogluconate phosphatase	HER17_RS05085 fructose-1-phosphate/6-phosphogluconate phosphatase	-0.0244505705264901
HER17_RS05090	HER17_RS05090	DedA family protein	HER17_RS05090 DedA family protein	-0.258379039972104
HER17_RS05095	HER17_RS05095	glutamate--cysteine ligase	HER17_RS05095 glutamate--cysteine ligase	0.260585670625429
HER17_RS05100	HER17_RS05100	S-ribosylhomocysteine lyase	HER17_RS05100 S-ribosylhomocysteine lyase	-0.438122239759024
HER17_RS05105	HER17_RS05105	inner membrane protein YpjD	HER17_RS05105 inner membrane protein YpjD	0.107338430947571
HER17_RS05135	HER17_RS05135	DNA-binding transcriptional regulator	HER17_RS05135 DNA-binding transcriptional regulator	0.240818192591808
HER17_RS05140	HER17_RS05140	phage late control D family protein	HER17_RS05140 phage late control D family protein	0.436734250712695
HER17_RS05145	HER17_RS05145	phage tail protein	HER17_RS05145 phage tail protein	-0.0811444698228807
HER17_RS05150	HER17_RS05150	phage tail tape measure protein	HER17_RS05150 phage tail tape measure protein	-0.0155740694456186
HER17_RS05160	HER17_RS05160	phage tail assembly protein	HER17_RS05160 phage tail assembly protein	0.413456495657308
HER17_RS05165	HER17_RS05165	phage major tail tube protein	HER17_RS05165 phage major tail tube protein	0.0125075725587924
HER17_RS05170	HER17_RS05170	phage tail sheath protein	HER17_RS05170 phage tail sheath protein	-0.116531287648597
HER17_RS05175	HER17_RS05175	tail fiber assembly protein	HER17_RS05175 tail fiber assembly protein	0.105245089952277
HER17_RS05180	HER17_RS05180	phage tail protein	HER17_RS05180 phage tail protein	0.0709662434479309
HER17_RS05185	HER17_RS05185	phage tail protein I	HER17_RS05185 phage tail protein I	-0.295358023226326
HER17_RS05190	HER17_RS05190	baseplate J/gp47 family protein	HER17_RS05190 baseplate J/gp47 family protein	0.0501730196511248
HER17_RS05200	HER17_RS05200	phage baseplate assembly protein V	HER17_RS05200 phage baseplate assembly protein V	0.219899876241849
HER17_RS05210	HER17_RS05210	phage tail protein	HER17_RS05210 phage tail protein	-0.0857661793043367
HER17_RS05215	HER17_RS05215	LysB family phage lysis regulatory protein	HER17_RS05215 LysB family phage lysis regulatory protein	0.31096409196775
HER17_RS05220	HER17_RS05220	glycoside hydrolase family protein	HER17_RS05220 glycoside hydrolase family protein	-0.394171269214649
HER17_RS05225	HER17_RS05225	hypothetical protein	HER17_RS05225 hypothetical protein	0.205797606539486
HER17_RS05235	HER17_RS05235	head completion/stabilization protein	HER17_RS05235 head completion/stabilization protein	0.0041896174631666
HER17_RS05240	HER17_RS05240	terminase endonuclease subunit	HER17_RS05240 terminase endonuclease subunit	-0.429128033880871
HER17_RS05245	HER17_RS05245	phage major capsid protein, P2 family	HER17_RS05245 phage major capsid protein, P2 family	0.105092317254275
HER17_RS05250	HER17_RS05250	GPO family capsid scaffolding protein	HER17_RS05250 GPO family capsid scaffolding protein	0.442905814525905
HER17_RS05255	HER17_RS05255	terminase ATPase subunit family protein	HER17_RS05255 terminase ATPase subunit family protein	-0.217596982014875
HER17_RS05265	HER17_RS05265	phage portal protein	HER17_RS05265 phage portal protein	-0.437012925426775
HER17_RS05270	HER17_RS05270	hypothetical protein	HER17_RS05270 hypothetical protein	-0.0010614852324955
HER17_RS05275	HER17_RS05275	hypothetical protein	HER17_RS05275 hypothetical protein	0.00332143983763022
HER17_RS05285	HER17_RS05285	hypothetical protein	HER17_RS05285 hypothetical protein	-0.20902917185968
HER17_RS05290	HER17_RS05290	hypothetical protein	HER17_RS05290 hypothetical protein	0.25948000447809
HER17_RS05295	HER17_RS05295	replication endonuclease	HER17_RS05295 replication endonuclease	-0.221851478673181
HER17_RS05305	HER17_RS05305	TraR/DksA family transcriptional regulator	HER17_RS05305 TraR/DksA family transcriptional regulator	0.290274318882711
HER17_RS05310	HER17_RS05310	DUF5405 family protein	HER17_RS05310 DUF5405 family protein	-0.656113757055707
HER17_RS05320	HER17_RS05320	replication protein B	HER17_RS05320 replication protein B	0.0864259946871232
HER17_RS05325	HER17_RS05325	DUF2724 domain-containing protein	HER17_RS05325 DUF2724 domain-containing protein	-0.122263312264944
HER17_RS05330	HER17_RS05330	phage regulatory CII family protein	HER17_RS05330 phage regulatory CII family protein	-0.0783732175880618
HER17_RS05335	HER17_RS05335	hypothetical protein	HER17_RS05335 hypothetical protein	-0.00177534980252192
HER17_RS05345	HER17_RS05345	hypothetical protein	HER17_RS05345 hypothetical protein	0.382434231574149
HER17_RS05350	HER17_RS05350	site-specific integrase	HER17_RS05350 site-specific integrase	-0.0773943570697093
HER17_RS05355	HER17_RS05355	hypothetical protein	HER17_RS05355 hypothetical protein	0.0363190024699251
HER17_RS05360	HER17_RS05360	class I SAM-dependent methyltransferase	HER17_RS05360 class I SAM-dependent methyltransferase	0.0178190412933845
HER17_RS05365	HER17_RS05365	DUF2799 domain-containing protein	HER17_RS05365 DUF2799 domain-containing protein	-0.138255006167919
HER17_RS05370	HER17_RS05370	two-component system response regulator BtsR	HER17_RS05370 two-component system response regulator BtsR	-0.0583674995050143
HER17_RS05375	HER17_RS05375	3-deoxy-7-phosphoheptulonate synthase	HER17_RS05375 3-deoxy-7-phosphoheptulonate synthase	0.184009231202531
HER17_RS05380	HER17_RS05380	bifunctional chorismate mutase/prephenate dehydrogenase	HER17_RS05380 bifunctional chorismate mutase/prephenate dehydrogenase	-0.347402396910463
HER17_RS05385	HER17_RS05385	bifunctional chorismate mutase/prephenate dehydratase	HER17_RS05385 bifunctional chorismate mutase/prephenate dehydratase	-0.461898652766085
HER17_RS05390	HER17_RS05390	ribosome-associated translation inhibitor RaiA	HER17_RS05390 ribosome-associated translation inhibitor RaiA	0.0681623684333159
HER17_RS05400	HER17_RS05400	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	HER17_RS05400 23S rRNA pseudouridine(1911/1915/1917) synthase RluD	-0.0451552029459423
HER17_RS05405	HER17_RS05405	polyphenol oxidase	HER17_RS05405 polyphenol oxidase	0.0811846253894349
HER17_RS05410	HER17_RS05410	ATP-dependent chaperone ClpB	HER17_RS05410 ATP-dependent chaperone ClpB	0.100596349437684
HER17_RS05445	HER17_RS05445	endonuclease/exonuclease/phosphatase family protein	HER17_RS05445 endonuclease/exonuclease/phosphatase family protein	0.0844346871759245
HER17_RS05450	HER17_RS05450	murein transglycosylase D	HER17_RS05450 murein transglycosylase D	-0.0249009834151142
HER17_RS05455	HER17_RS05455	hydroxyacylglutathione hydrolase	HER17_RS05455 hydroxyacylglutathione hydrolase	0.0650675670343588
HER17_RS05460	HER17_RS05460	class I SAM-dependent methyltransferase	HER17_RS05460 class I SAM-dependent methyltransferase	-0.00234309488396001
HER17_RS05480	HER17_RS05480	class 1b ribonucleoside-diphosphate reductase subunit beta	HER17_RS05480 class 1b ribonucleoside-diphosphate reductase subunit beta	-0.0779468303803812
HER17_RS05485	HER17_RS05485	class 1b ribonucleoside-diphosphate reductase subunit alpha	HER17_RS05485 class 1b ribonucleoside-diphosphate reductase subunit alpha	0.039003713345539
HER17_RS05490	HER17_RS05490	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	HER17_RS05490 class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	-0.659250188671676
HER17_RS05495	HER17_RS05495	glutaredoxin-like protein NrdH	HER17_RS05495 glutaredoxin-like protein NrdH	-0.0619368008796253
HER17_RS05500	HER17_RS05500	adenosylmethionine decarboxylase	HER17_RS05500 adenosylmethionine decarboxylase	0.173203680049262
HER17_RS05505	HER17_RS05505	polyamine aminopropyltransferase	HER17_RS05505 polyamine aminopropyltransferase	-0.0647223740775422
HER17_RS05510	HER17_RS05510	YacC family pilotin-like protein	HER17_RS05510 YacC family pilotin-like protein	-0.872947438265153
HER17_RS05515	HER17_RS05515	iron ABC transporter permease	HER17_RS05515 iron ABC transporter permease	0.0765349851761602
HER17_RS05520	HER17_RS05520	ABC transporter ATP-binding protein	HER17_RS05520 ABC transporter ATP-binding protein	-0.26704862238605
HER17_RS05525	HER17_RS05525	GNAT family N-acetyltransferase	HER17_RS05525 GNAT family N-acetyltransferase	0.12482029318953
HER17_RS05530	HER17_RS05530	hypoxanthine phosphoribosyltransferase	HER17_RS05530 hypoxanthine phosphoribosyltransferase	-0.382914254397812
HER17_RS05540	HER17_RS05540	ABC transporter ATP-binding protein	HER17_RS05540 ABC transporter ATP-binding protein	0.192737092162631
HER17_RS05545	HER17_RS05545	ABC transporter permease	HER17_RS05545 ABC transporter permease	0.497671668303204
HER17_RS05550	HER17_RS05550	aspartate 1-decarboxylase	HER17_RS05550 aspartate 1-decarboxylase	-0.00599331057788643
HER17_RS05555	HER17_RS05555	pantoate--beta-alanine ligase	HER17_RS05555 pantoate--beta-alanine ligase	-0.194286821434674
HER17_RS05560	HER17_RS05560	3-methyl-2-oxobutanoate hydroxymethyltransferase	HER17_RS05560 3-methyl-2-oxobutanoate hydroxymethyltransferase	-0.715505388399576
HER17_RS05565	HER17_RS05565	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	HER17_RS05565 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	-0.28836289827252
HER17_RS05570	HER17_RS05570	polynucleotide adenylyltransferase PcnB	HER17_RS05570 polynucleotide adenylyltransferase PcnB	0.226116287091286
HER17_RS05575	HER17_RS05575	tRNA glutamyl-Q(34) synthetase GluQRS	HER17_RS05575 tRNA glutamyl-Q(34) synthetase GluQRS	-0.125418844056602
HER17_RS05580	HER17_RS05580	RNA polymerase-binding protein DksA	HER17_RS05580 RNA polymerase-binding protein DksA	-1.90979273132544
HER17_RS05585	HER17_RS05585	DNA/RNA nuclease SfsA	HER17_RS05585 DNA/RNA nuclease SfsA	0.331363888514025
HER17_RS05590	HER17_RS05590	RNA 2',3'-cyclic phosphodiesterase	HER17_RS05590 RNA 2',3'-cyclic phosphodiesterase	0.0368202656480239
HER17_RS05595	HER17_RS05595	ATP-dependent helicase HrpB	HER17_RS05595 ATP-dependent helicase HrpB	0.00133092201819651
HER17_RS05600	HER17_RS05600	bifunctional glycosyl transferase/transpeptidase	HER17_RS05600 bifunctional glycosyl transferase/transpeptidase	0.171255689815348
HER17_RS05605	HER17_RS05605	Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC	HER17_RS05605 Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC	0.428587203910386
HER17_RS05610	HER17_RS05610	Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	HER17_RS05610 Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	0.0684986781105359
HER17_RS05615	HER17_RS05615	Fe(3+)-hydroxamate ABC transporter permease FhuB	HER17_RS05615 Fe(3+)-hydroxamate ABC transporter permease FhuB	0.0853896666413082
HER17_RS05620	HER17_RS05620	LysE family translocator	HER17_RS05620 LysE family translocator	0.0974460339261554
HER17_RS05625	HER17_RS05625	PLP-dependent aminotransferase family protein	HER17_RS05625 PLP-dependent aminotransferase family protein	0.115138420550879
HER17_RS05630	HER17_RS05630	glutathione S-transferase	HER17_RS05630 glutathione S-transferase	-0.293708796927381
